Year,Month,Day,Global-mean of ERA5 two-metre temperature (deg C) averaged from hour 0 to hour 23,Global-mean temperature increase (deg C) above 1850-1900 reference level
1941,9,12,14.579,-0.187
1941,9,13,14.532,-0.206
1941,9,14,14.524,-0.185
1941,9,15,14.489,-0.192
1941,9,16,14.467,-0.186
1941,9,17,14.498,-0.127
1941,9,18,14.477,-0.12
1941,9,19,14.443,-0.125
1941,9,20,14.393,-0.146
1941,9,21,14.353,-0.155
1941,9,22,14.304,-0.174
1941,9,23,14.31,-0.138
1941,9,24,14.271,-0.147
1941,9,25,14.198,-0.189
1941,9,26,14.17,-0.186
1941,9,27,14.188,-0.136
1941,9,28,14.164,-0.127
1941,9,29,14.226,-0.032
1941,9,30,14.321,0.097
1941,10,1,14.328,0.138
1941,10,2,14.314,0.157
1941,10,3,14.351,0.229
1941,10,4,14.363,0.276
1941,10,5,14.344,0.292
1941,10,6,14.288,0.272
1941,10,7,14.212,0.232
1941,10,8,14.164,0.221
1941,10,9,14.162,0.257
1941,10,10,14.15,0.282
1941,10,11,14.142,0.311
1941,10,12,14.15,0.357
1941,10,13,14.121,0.367
1941,10,14,14.071,0.356
1941,10,15,14.003,0.327
1941,10,16,13.954,0.318
1941,10,17,13.904,0.308
1941,10,18,13.864,0.308
1941,10,19,13.875,0.359
1941,10,20,13.885,0.409
1941,10,21,13.883,0.446
1941,10,22,13.83,0.431
1941,10,23,13.703,0.343
1941,10,24,13.563,0.242
1941,10,25,13.524,0.24
1941,10,26,13.509,0.264
1941,10,27,13.53,0.322
1941,10,28,13.528,0.359
1941,10,29,13.523,0.391
1941,10,30,13.45,0.354
1941,10,31,13.392,0.334
1941,11,1,13.365,0.344
1941,11,2,13.371,0.388
1941,11,3,13.367,0.421
1941,11,4,13.373,0.464
1941,11,5,13.347,0.476
1941,11,6,13.295,0.461
1941,11,7,13.233,0.435
1941,11,8,13.118,0.357
1941,11,9,12.993,0.267
1941,11,10,12.879,0.189
1941,11,11,12.837,0.183
1941,11,12,12.754,0.135
1941,11,13,12.626,0.041
1941,11,14,12.505,-0.047
1941,11,15,12.447,-0.073
1941,11,16,12.409,-0.079
1941,11,17,12.369,-0.087
1941,11,18,12.321,-0.104
1941,11,19,12.257,-0.138
1941,11,20,12.177,-0.187
1941,11,21,12.078,-0.256
1941,11,22,12.017,-0.286
1941,11,23,12.02,-0.253
1941,11,24,12.014,-0.229
1941,11,25,12.026,-0.187
1941,11,26,12.041,-0.142
1941,11,27,12.056,-0.099
1941,11,28,12.02,-0.107
1941,11,29,12.088,-0.012
1941,11,30,12.164,0.091
1941,12,1,12.191,0.143
1941,12,2,12.172,0.15
1941,12,3,12.2,0.203
1941,12,4,12.218,0.244
1941,12,5,12.112,0.161
1941,12,6,12.056,0.126
1941,12,7,11.993,0.085
1941,12,8,11.972,0.085
1941,12,9,11.997,0.13
1941,12,10,12.061,0.213
1941,12,11,12.113,0.285
1941,12,12,12.157,0.348
1941,12,13,12.178,0.386
1941,12,14,12.12,0.345
1941,12,15,12.074,0.315
1941,12,16,12.074,0.331
1941,12,17,12.075,0.347
1941,12,18,11.994,0.28
1941,12,19,11.99,0.29
1941,12,20,11.897,0.21
1941,12,21,11.845,0.171
1941,12,22,11.866,0.204
1941,12,23,11.906,0.256
1941,12,24,11.929,0.291
1941,12,25,11.914,0.289
1941,12,26,11.804,0.19
1941,12,27,11.714,0.111
1941,12,28,11.705,0.112
1941,12,29,11.668,0.085
1941,12,30,11.627,0.055
1941,12,31,11.581,0.018
1942,1,1,11.566,0.024
1942,1,2,11.517,-0.016
1942,1,3,11.491,-0.035
1942,1,4,11.508,-0.011
1942,1,5,11.562,0.05
1942,1,6,11.708,0.203
1942,1,7,11.812,0.312
1942,1,8,11.837,0.344
1942,1,9,11.906,0.418
1942,1,10,11.931,0.447
1942,1,11,11.899,0.419
1942,1,12,11.911,0.432
1942,1,13,11.912,0.435
1942,1,14,11.96,0.485
1942,1,15,11.99,0.516
1942,1,16,11.944,0.471
1942,1,17,11.953,0.48
1942,1,18,12.003,0.53
1942,1,19,12.018,0.544
1942,1,20,12.04,0.565
1942,1,21,12.059,0.582
1942,1,22,12.037,0.556
1942,1,23,12.008,0.522
1942,1,24,12.003,0.511
1942,1,25,12.037,0.538
1942,1,26,12.058,0.552
1942,1,27,12.045,0.532
1942,1,28,11.994,0.474
1942,1,29,11.959,0.432
1942,1,30,11.858,0.322
1942,1,31,11.762,0.216
1942,2,1,11.688,0.132
1942,2,2,11.687,0.12
1942,2,3,11.637,0.059
1942,2,4,11.684,0.094
1942,2,5,11.751,0.149
1942,2,6,11.809,0.194
1942,2,7,11.768,0.139
1942,2,8,11.81,0.167
1942,2,9,11.844,0.186
1942,2,10,11.861,0.188
1942,2,11,11.865,0.176
1942,2,12,11.88,0.176
1942,2,13,11.874,0.155
1942,2,14,11.882,0.147
1942,2,15,11.922,0.171
1942,2,16,11.871,0.104
1942,2,17,11.8,0.015
1942,2,18,11.838,0.035
1942,2,19,11.873,0.052
1942,2,20,11.926,0.086
1942,2,21,11.995,0.136
1942,2,22,12.126,0.249
1942,2,23,12.227,0.331
1942,2,24,12.282,0.365
1942,2,25,12.28,0.342
1942,2,26,12.318,0.359
1942,2,27,12.342,0.361
1942,2,28,12.274,0.27
1942,3,1,12.26,0.232
1942,3,2,12.318,0.267
1942,3,3,12.372,0.297
1942,3,4,12.373,0.274
1942,3,5,12.403,0.279
1942,3,6,12.401,0.252
1942,3,7,12.383,0.208
1942,3,8,12.401,0.2
1942,3,9,12.493,0.267
1942,3,10,12.651,0.398
1942,3,11,12.775,0.496
1942,3,12,12.755,0.449
1942,3,13,12.705,0.372
1942,3,14,12.703,0.341
1942,3,15,12.695,0.303
1942,3,16,12.692,0.269
1942,3,17,12.734,0.28
1942,3,18,12.776,0.29
1942,3,19,12.825,0.309
1942,3,20,12.857,0.309
1942,3,21,12.829,0.251
1942,3,22,12.769,0.161
1942,3,23,12.754,0.114
1942,3,24,12.817,0.147
1942,3,25,12.871,0.17
1942,3,26,12.946,0.214
1942,3,27,12.959,0.196
1942,3,28,12.944,0.151
1942,3,29,13.024,0.2
1942,3,30,13.082,0.226
1942,3,31,13.146,0.258
1942,4,1,13.255,0.336
1942,4,2,13.339,0.387
1942,4,3,13.351,0.366
1942,4,4,13.302,0.284
1942,4,5,13.278,0.226
1942,4,6,13.295,0.209
1942,4,7,13.33,0.209
1942,4,8,13.315,0.16
1942,4,9,13.326,0.136
1942,4,10,13.324,0.099
1942,4,11,13.306,0.046
1942,4,12,13.379,0.084
1942,4,13,13.464,0.135
1942,4,14,13.452,0.089
1942,4,15,13.477,0.082
1942,4,16,13.522,0.094
1942,4,17,13.588,0.129
1942,4,18,13.543,0.052
1942,4,19,13.582,0.059
1942,4,20,13.686,0.13
1942,4,21,13.751,0.162
1942,4,22,13.768,0.145
1942,4,23,13.764,0.107
1942,4,24,13.814,0.125
1942,4,25,13.826,0.103
1942,4,26,13.888,0.131
1942,4,27,13.884,0.094
1942,4,28,13.895,0.071
1942,4,29,13.964,0.107
1942,4,30,14.077,0.188
1942,5,1,14.189,0.268
1942,5,2,14.239,0.285
1942,5,3,14.288,0.303
1942,5,4,14.29,0.275
1942,5,5,14.334,0.289
1942,5,6,14.411,0.337
1942,5,7,14.42,0.318
1942,5,8,14.395,0.265
1942,5,9,14.432,0.273
1942,5,10,14.472,0.284
1942,5,11,14.522,0.306
1942,5,12,14.616,0.37
1942,5,13,14.659,0.384
1942,5,14,14.619,0.315
1942,5,15,14.625,0.292
1942,5,16,14.648,0.285
1942,5,17,14.693,0.3
1942,5,18,14.746,0.323
1942,5,19,14.759,0.306
1942,5,20,14.793,0.31
1942,5,21,14.772,0.26
1942,5,22,14.814,0.273
1942,5,23,14.839,0.269
1942,5,24,14.882,0.285
1942,5,25,14.884,0.259
1942,5,26,14.899,0.246
1942,5,27,14.916,0.236
1942,5,28,14.954,0.247
1942,5,29,15.006,0.271
1942,5,30,15.047,0.285
1942,5,31,15.081,0.292
1942,6,1,15.11,0.295
1942,6,2,15.128,0.287
1942,6,3,15.139,0.273
1942,6,4,15.182,0.291
1942,6,5,15.225,0.308
1942,6,6,15.332,0.391
1942,6,7,15.354,0.388
1942,6,8,15.331,0.341
1942,6,9,15.344,0.332
1942,6,10,15.363,0.33
1942,6,11,15.359,0.305
1942,6,12,15.398,0.323
1942,6,13,15.412,0.318
1942,6,14,15.394,0.281
1942,6,15,15.431,0.299
1942,6,16,15.393,0.244
1942,6,17,15.326,0.16
1942,6,18,15.266,0.085
1942,6,19,15.197,0
1942,6,20,15.164,-0.048
1942,6,21,15.168,-0.058
1942,6,22,15.193,-0.046
1942,6,23,15.226,-0.026
1942,6,24,15.279,0.014
1942,6,25,15.333,0.056
1942,6,26,15.364,0.076
1942,6,27,15.391,0.091
1942,6,28,15.385,0.075
1942,6,29,15.437,0.117
1942,6,30,15.472,0.142
1942,7,1,15.551,0.212
1942,7,2,15.557,0.209
1942,7,3,15.536,0.179
1942,7,4,15.558,0.192
